aibtest_age,aibtest_b,aibtest_chas,aibtest_crim,aibtest_dis,aibtest_indus,aibtest_lstat,aibtest_medv,new_expl_3c39f59f_770a_4b1d_baf1_65f95da65b00,new_pred_3c39f59f_770a_4b1d_baf1_65f95da65b00,new_p1_3c39f59f_770a_4b1d_baf1_65f95da65b00,aibtest_nox,aibtest_ptratio,aibtest_rad,aibtest_rm,aibtest_tax,aibtest_uci_boston_housingid,aibtest_zn,importsequencenumber,aibtest_uci_boston_housing_name,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,organizationid
98.2,389.61,1,1.83,2.04,19.58,1.92,50,,,,0.6,14.7,5,7.8,403,031d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389996,d9024a18-5ac4-4fcd-8db4-e74652d96d30
90.8,374.43,0,1.46,1.97,19.58,1.73,50,,,,0.6,14.7,5,7.49,403,001d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389995,d9024a18-5ac4-4fcd-8db4-e74652d96d30
92.6,338.92,1,1.27,1.8,19.58,5.5,27,,,,0.6,14.7,5,6.25,403,fd1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389994,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,364.31,0,1.43,1.77,19.58,7.39,23.3,,,,0.87,14.7,5,6.51,403,fc1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389993,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,353.89,0,1.34,1.76,19.58,6.43,24.3,,,,0.6,14.7,5,6.07,403,fa1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389992,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.4,363.43,0,1.22,1.88,19.58,4.59,41.3,,,,0.6,14.7,5,6.94,403,f91c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389991,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94,88.63,0,2.45,1.74,19.58,16.14,13.1,,,,0.87,14.7,5,5.27,403,f81c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389990,d9024a18-5ac4-4fcd-8db4-e74652d96d30
82.6,88.01,1,3.54,1.75,19.58,15.02,15.6,,,,0.87,14.7,5,6.15,403,f61c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389989,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96,321.02,1,1.41,1.75,19.58,15.12,17,,,,0.87,14.7,5,6.13,403,f51c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389988,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.5,261.95,0,2.15,1.62,19.58,15.79,19.4,,,,0.87,14.7,5,5.71,403,f41c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389987,d9024a18-5ac4-4fcd-8db4-e74652d96d30
88,343.28,1,1.13,1.61,19.58,12.12,15.3,,,,0.87,14.7,5,5.01,403,f31c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389986,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,341.6,0,1.5,1.59,19.58,13.28,19.6,,,,0.87,14.7,5,5.4,403,f21c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389985,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.3,372.8,0,1.66,1.62,19.58,14.1,21.5,,,,0.87,14.7,5,6.12,403,f11c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389984,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94.9,351.85,0,2.73,1.53,19.58,21.45,15.4,,,,0.87,14.7,5,5.6,403,f01c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389983,d9024a18-5ac4-4fcd-8db4-e74652d96d30
93.8,356.99,0,2.33,1.53,19.58,28.32,17.8,,,,0.87,14.7,5,5.19,403,ef1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389982,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95.7,391.71,0,2.37,1.46,19.58,29.53,14.6,,,,0.87,14.7,5,4.93,403,ee1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389981,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,169.27,0,2.16,1.52,19.58,16.65,15.6,,,,0.87,14.7,5,5.63,403,ed1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389980,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,172.91,0,2.38,1.42,19.58,27.8,13.8,,,,0.87,14.7,5,6.13,403,eb1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389979,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.8,396.9,0,2.78,1.35,19.58,29.29,11.8,,,,0.87,14.7,5,4.9,403,ea1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389978,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,0,4.1,1.41,19.58,26.42,15.6,,,,0.87,14.7,5,5.47,403,e91c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389977,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,1,3.32,1.32,19.58,26.82,13.4,,,,0.87,14.7,5,5.4,403,e81c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389976,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,0,1.63,1.44,21.89,34.41,14.4,,,,0.62,21.2,4,5.02,437,e71c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389975,d9024a18-5ac4-4fcd-8db4-e74652d96d30
93.6,388.08,0,0.29,1.61,21.89,24.16,14,,,,0.62,21.2,4,6.17,437,e61c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389974,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.9,396.9,0,0.54,1.67,21.89,18.46,17.8,,,,0.62,21.2,4,6.15,437,e41c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389973,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.2,392.04,0,0.25,1.67,21.89,21.32,13.3,,,,0.62,21.2,4,5.86,437,e31c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389972,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.4,394.08,0,0.35,1.85,21.89,14.59,17.1,,,,0.62,21.2,4,6.45,437,e21c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389971,d9024a18-5ac4-4fcd-8db4-e74652d96d30
93.5,378.25,0,0.32,1.97,21.89,16.9,17.4,,,,0.62,21.2,4,5.94,437,e11c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389970,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.2,394.67,0,0.56,2.11,21.89,16.96,18.1,,,,0.62,21.2,4,6.34,437,df1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389969,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.4,262.76,0,0.98,2.35,21.89,17.31,15.6,,,,0.62,21.2,4,5.76,437,de1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389968,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95.4,388.69,0,0.33,2.47,21.89,15.03,18.4,,,,0.62,21.2,4,5.82,437,dd1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389967,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.9,385.76,0,0.59,2.33,21.89,11.12,23,,,,0.62,21.2,4,6.37,437,db1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389966,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.7,396.9,0,1.19,2.27,21.89,12.26,19.6,,,,0.62,21.2,4,6.33,437,da1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389965,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.9,395.04,0,0.34,2.12,21.89,12.6,19.2,,,,0.62,21.2,4,6.46,437,d81c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389964,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94.7,396.9,0,0.88,1.98,21.89,18.34,14.3,,,,0.62,21.2,4,5.64,437,d61c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389963,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.8,396.9,0,0.33,1.81,21.89,15.39,18,,,,0.62,21.2,4,6.43,437,d51c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389962,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96,392.11,0,0.26,1.79,21.89,17.19,16.2,,,,0.62,21.2,4,5.69,437,d41c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389961,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95.6,359.29,0,0.39,1.76,25.65,27.26,15.7,,,,0.58,19.1,2,5.61,188,d31c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389960,d9024a18-5ac4-4fcd-8db4-e74652d96d30
88.4,385.02,0,0.17,1.99,25.65,14.81,21.4,,,,0.58,19.1,2,5.99,188,d21c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389959,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95.8,379.38,0,0.1,2.01,25.65,17.58,18.8,,,,0.58,19.1,2,5.88,188,d11c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389958,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97,370.31,0,0.15,1.94,25.65,25.41,17.3,,,,0.58,19.1,2,5.86,188,d01c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389957,d9024a18-5ac4-4fcd-8db4-e74652d96d30
92.9,378.09,0,0.09,2.09,25.65,17.93,20.5,,,,0.58,19.1,2,5.96,188,ce1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389956,d9024a18-5ac4-4fcd-8db4-e74652d96d30
84.1,377.67,0,0.07,2.2,25.65,14.27,20.3,,,,0.58,19.1,2,6,188,cd1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389955,d9024a18-5ac4-4fcd-8db4-e74652d96d30
69.7,389.15,0,0.07,2.26,25.65,14.37,22,,,,0.58,19.1,2,5.87,188,cc1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389954,d9024a18-5ac4-4fcd-8db4-e74652d96d30
65.2,391.5,0,0.14,2.76,10.01,13.61,19.3,,,,0.55,17.8,6,5.73,432,cb1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389953,d9024a18-5ac4-4fcd-8db4-e74652d96d30
73.1,338.63,0,0.13,2.48,10.01,15.37,20.4,,,,0.55,17.8,6,5.87,432,c81c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389951,d9024a18-5ac4-4fcd-8db4-e74652d96d30
82.6,394.51,0,0.15,2.75,10.01,10.3,19.2,,,,0.55,17.8,6,6.02,432,c71c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389950,d9024a18-5ac4-4fcd-8db4-e74652d96d30
72.5,393.3,0,0.13,2.73,10.01,12.04,21.2,,,,0.55,17.8,6,6.18,432,c41c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389949,d9024a18-5ac4-4fcd-8db4-e74652d96d30
88.2,344.91,0,0.17,2.46,10.01,15.76,18.3,,,,0.55,17.8,6,5.93,432,c31c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389948,d9024a18-5ac4-4fcd-8db4-e74652d96d30
84.2,388.74,0,0.14,2.26,10.01,10.45,18.5,,,,0.55,17.8,6,6.25,432,c11c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389947,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95.4,396.9,0,0.22,2.55,10.01,17.09,18.7,,,,0.55,17.8,6,6.09,432,c01c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389946,d9024a18-5ac4-4fcd-8db4-e74652d96d30
92.9,394.95,0,0.12,2.35,10.01,16.21,18.8,,,,0.55,17.8,6,5.91,432,be1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389945,d9024a18-5ac4-4fcd-8db4-e74652d96d30
81.6,395.59,0,0.1,2.68,10.01,10.16,22.8,,,,0.55,17.8,6,6.72,432,bd1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389944,d9024a18-5ac4-4fcd-8db4-e74652d96d30
54.4,393.49,0,0.11,2.78,8.56,13,21.7,,,,0.52,20.9,5,6.2,384,bb1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389943,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.2,391.23,0,0.26,2.55,8.56,15.55,19.4,,,,0.52,20.9,5,6.23,384,ba1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389942,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.1,395.24,0,0.13,2.43,8.56,12.27,19.8,,,,0.52,20.9,5,6.47,384,b91c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389941,d9024a18-5ac4-4fcd-8db4-e74652d96d30
85.2,387.69,0,0.13,2.12,8.56,14.09,20.4,,,,0.52,20.9,5,6.13,384,b81c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389940,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.9,395.67,0,0.17,2.21,8.56,18.66,19.5,,,,0.52,20.9,5,5.84,384,b71c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389939,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96.7,394.05,0,0.13,2.11,8.56,16.47,19.5,,,,0.52,20.9,5,5.85,384,b61c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389938,d9024a18-5ac4-4fcd-8db4-e74652d96d30
90,392.69,0,0.14,2.42,8.56,12.33,20.1,,,,0.52,20.9,5,6.17,384,b41c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389937,d9024a18-5ac4-4fcd-8db4-e74652d96d30
87.4,394.47,0,0.21,2.71,8.56,13.44,19.3,,,,0.52,20.9,5,6.14,384,b31c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389936,d9024a18-5ac4-4fcd-8db4-e74652d96d30
85.4,70.8,0,0.23,2.71,8.56,10.63,18.6,,,,0.52,20.9,5,6.4,384,b21c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389935,d9024a18-5ac4-4fcd-8db4-e74652d96d30
71.3,395.58,0,0.11,2.86,8.56,7.67,26.5,,,,0.52,20.9,5,6.78,384,b11c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389934,d9024a18-5ac4-4fcd-8db4-e74652d96d30
79.9,394.76,0,0.15,2.78,8.56,9.42,27.5,,,,0.52,20.9,5,6.73,384,b01c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389933,d9024a18-5ac4-4fcd-8db4-e74652d96d30
62.5,396.9,0,0.07,3.5,2.89,6.19,33.2,,,,0.44,18,2,7.42,276,af1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389932,d9024a18-5ac4-4fcd-8db4-e74652d96d30
36.9,393.53,0,0.08,3.5,2.89,3.57,43.8,,,,0.44,18,2,7.82,276,ab1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389931,d9024a18-5ac4-4fcd-8db4-e74652d96d30
76,396.9,0,0.12,3.5,2.89,4.21,38.7,,,,0.44,18,2,8.07,276,a91c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389930,d9024a18-5ac4-4fcd-8db4-e74652d96d30
69.6,391.83,0,0.12,3.5,2.89,11.34,21.4,,,,0.44,18,2,6.16,276,a81c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389929,d9024a18-5ac4-4fcd-8db4-e74652d96d30
57.8,357.98,0,0.12,3.5,2.89,6.65,28.4,,,,0.44,18,2,6.62,276,a71c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389928,d9024a18-5ac4-4fcd-8db4-e74652d96d30
77.3,396.9,0,0.04,3.62,15.04,10.59,20.6,,,,0.46,18.2,4,6.25,270,a61c0bf0-c96e-ea11-a811-000d3af77de6,28,,,Active,Active,,,3389927,d9024a18-5ac4-4fcd-8db4-e74652d96d30
28.9,396.33,0,0.03,3.67,15.04,6.21,25,,,,0.46,18.2,4,6.21,270,a51c0bf0-c96e-ea11-a811-000d3af77de6,28,,,Active,Active,,,3389926,d9024a18-5ac4-4fcd-8db4-e74652d96d30
53.6,395.01,0,0.04,3.67,15.04,8.16,22.9,,,,0.46,18.2,4,6.44,270,a31c0bf0-c96e-ea11-a811-000d3af77de6,28,,,Active,Active,,,3389925,d9024a18-5ac4-4fcd-8db4-e74652d96d30
73.9,393.55,0,0.04,3.09,3.41,8.2,22,,,,0.49,17.8,2,6.4,270,9e1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389924,d9024a18-5ac4-4fcd-8db4-e74652d96d30
66.1,392.18,0,0.05,3.09,3.41,8.81,22.6,,,,0.49,17.8,2,6.42,270,9d1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389923,d9024a18-5ac4-4fcd-8db4-e74652d96d30
63.1,396.06,0,0.05,3.41,3.41,5.7,28.7,,,,0.49,17.8,2,7.08,270,9b1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389922,d9024a18-5ac4-4fcd-8db4-e74652d96d30
86.3,396.9,0,0.06,3.42,3.41,5.5,23.6,,,,0.49,17.8,2,7.01,270,981c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389921,d9024a18-5ac4-4fcd-8db4-e74652d96d30
56.8,395.15,0,0.07,3.75,4.49,8.44,22.2,,,,0.45,18.5,3,6.12,247,971c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389920,d9024a18-5ac4-4fcd-8db4-e74652d96d30
45.1,395.99,0,0.05,4.43,4.49,12.86,22.5,,,,0.45,18.5,3,6.02,247,951c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389919,d9024a18-5ac4-4fcd-8db4-e74652d96d30
56.1,392.3,0,0.06,4.44,4.49,6.53,26.6,,,,0.45,18.5,3,6.63,247,931c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389918,d9024a18-5ac4-4fcd-8db4-e74652d96d30
48,396.9,0,0.05,4.78,4.49,9.62,23.9,,,,0.45,18.5,3,6.39,247,911c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389917,d9024a18-5ac4-4fcd-8db4-e74652d96d30
46.7,390.64,0,0.04,5.4,4.86,7.51,22.9,,,,0.43,19,4,6.17,281,901c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389916,d9024a18-5ac4-4fcd-8db4-e74652d96d30
32.2,396.9,0,0.04,5.4,4.86,6.72,24.8,,,,0.43,19,4,6.3,281,8f1c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389915,d9024a18-5ac4-4fcd-8db4-e74652d96d30
70.4,395.63,0,0.04,5.4,4.86,7.22,23.9,,,,0.43,19,4,6.62,281,8e1c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389914,d9024a18-5ac4-4fcd-8db4-e74652d96d30
33.5,396.9,0,0.04,5.4,4.86,5.29,28,,,,0.43,19,4,6.73,281,8d1c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389913,d9024a18-5ac4-4fcd-8db4-e74652d96d30
36.6,396.06,0,0.08,4.5,12.83,9.1,20.3,,,,0.44,18.7,5,5.87,398,8c1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389912,d9024a18-5ac4-4fcd-8db4-e74652d96d30
53.7,386.4,0,0.06,5.01,12.83,12.34,21.2,,,,0.44,18.7,5,6.23,398,891c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389911,d9024a18-5ac4-4fcd-8db4-e74652d96d30
45.8,386.96,0,0.09,4.09,12.83,10.27,20.8,,,,0.44,18.7,5,6.14,398,861c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389910,d9024a18-5ac4-4fcd-8db4-e74652d96d30
74.5,373.66,0,0.1,4.05,12.83,11.97,20,,,,0.44,18.7,5,6.28,398,831c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389909,d9024a18-5ac4-4fcd-8db4-e74652d96d30
45,383.23,0,0.1,4.5,12.83,8.94,21.4,,,,0.44,18.7,5,6.29,398,811c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389908,d9024a18-5ac4-4fcd-8db4-e74652d96d30
6,394.92,0,0.08,4.25,12.83,6.78,24.1,,,,0.44,18.7,5,6.27,398,801c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389907,d9024a18-5ac4-4fcd-8db4-e74652d96d30
6.2,377.17,0,0.2,5.29,10.81,7.54,23.4,,,,0.41,19.2,4,6.24,305,7c1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389906,d9024a18-5ac4-4fcd-8db4-e74652d96d30
7.8,390.91,0,0.09,5.29,10.81,5.52,22.8,,,,0.41,19.2,4,6.06,305,791c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389905,d9024a18-5ac4-4fcd-8db4-e74652d96d30
17.5,376.94,0,0.16,5.29,10.81,9.88,21.7,,,,0.41,19.2,4,5.96,305,751c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389904,d9024a18-5ac4-4fcd-8db4-e74652d96d30
6.6,383.73,0,0.09,5.29,10.81,6.72,24.2,,,,0.41,19.2,4,6.42,305,731c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389903,d9024a18-5ac4-4fcd-8db4-e74652d96d30
33,396.9,0,0.13,6.5,6.07,8.79,20.9,,,,0.41,18.9,4,5.88,345,701c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389902,d9024a18-5ac4-4fcd-8db4-e74652d96d30
36.8,396.9,0,0.14,6.5,6.07,13.09,17.4,,,,0.41,18.9,4,5.59,345,691c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389901,d9024a18-5ac4-4fcd-8db4-e74652d96d30
21.4,396.21,0,0.06,6.5,6.07,8.1,22,,,,0.41,18.9,4,5.88,345,681c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389900,d9024a18-5ac4-4fcd-8db4-e74652d96d30
31.1,396.9,0,0.04,6.61,3.37,10.24,19.4,,,,0.4,16.1,4,5.79,337,651c0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3389899,d9024a18-5ac4-4fcd-8db4-e74652d96d30
17.8,396.9,0,0.04,6.61,3.37,4.67,23.5,,,,0.4,16.1,4,6.29,337,641c0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3389898,d9024a18-5ac4-4fcd-8db4-e74652d96d30
59.5,393.24,0,0.02,9.22,1.38,8.05,33,,,,0.42,18.6,3,7.1,216,621c0bf0-c96e-ea11-a811-000d3af77de6,17.5,,,Active,Active,,,3389897,d9024a18-5ac4-4fcd-8db4-e74652d96d30
43.4,395.58,0,0.13,7.98,5.13,9.5,25,,,,0.45,19.7,8,6.76,284,611c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389896,d9024a18-5ac4-4fcd-8db4-e74652d96d30
67.8,396.9,0,0.11,7.23,5.13,6.73,22.2,,,,0.45,19.7,8,6.46,284,5f1c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389895,d9024a18-5ac4-4fcd-8db4-e74652d96d30
93.4,378.08,0,0.17,6.82,5.13,14.44,16,,,,0.45,19.7,8,5.97,284,5c1c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389894,d9024a18-5ac4-4fcd-8db4-e74652d96d30
66.2,395.11,0,0.15,7.23,5.13,13.15,18.7,,,,0.45,19.7,8,5.74,284,5b1c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389893,d9024a18-5ac4-4fcd-8db4-e74652d96d30
47.2,396.9,0,0.1,6.93,5.13,9.22,19.6,,,,0.45,19.7,8,5.93,284,5a1c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389892,d9024a18-5ac4-4fcd-8db4-e74652d96d30
29.2,390.68,0,0.15,7.81,5.13,6.86,23.3,,,,0.45,19.7,8,6.14,284,581c0bf0-c96e-ea11-a811-000d3af77de6,25,,,Active,Active,,,3389891,d9024a18-5ac4-4fcd-8db4-e74652d96d30
40.5,392.9,0,0.01,8.32,1.32,3.95,31.6,,,,0.41,15.1,5,6.82,256,571c0bf0-c96e-ea11-a811-000d3af77de6,100,,,Active,Active,,,3389890,d9024a18-5ac4-4fcd-8db4-e74652d96d30
35.7,396.9,0,0.02,9.19,0.74,5.77,24.7,,,,0.41,17.3,2,6.38,313,551c0bf0-c96e-ea11-a811-000d3af77de6,85,,,Active,Active,,,3389889,d9024a18-5ac4-4fcd-8db4-e74652d96d30
21.9,395.93,0,0.01,8.7,1.22,4.81,35.4,,,,0.4,17.9,5,7.25,226,541c0bf0-c96e-ea11-a811-000d3af77de6,90,,,Active,Active,,,3389888,d9024a18-5ac4-4fcd-8db4-e74652d96d30
47.6,396.9,0,0.01,7.32,4,14.8,18.9,,,,0.41,21.1,3,5.89,469,531c0bf0-c96e-ea11-a811-000d3af77de6,75,,,Active,Active,,,3389887,d9024a18-5ac4-4fcd-8db4-e74652d96d30
21.4,396.9,0,0.05,6.81,5.64,8.43,23.4,,,,0.44,16.8,4,6,243,511c0bf0-c96e-ea11-a811-000d3af77de6,21,,,Active,Active,,,3389886,d9024a18-5ac4-4fcd-8db4-e74652d96d30
21.1,396.9,0,0.05,6.81,5.64,5.28,25,,,,0.44,16.8,4,6.51,243,501c0bf0-c96e-ea11-a811-000d3af77de6,21,,,Active,Active,,,3389885,d9024a18-5ac4-4fcd-8db4-e74652d96d30
63,393.97,0,0.04,6.81,5.64,9.43,20.5,,,,0.44,16.8,4,6.12,243,4f1c0bf0-c96e-ea11-a811-000d3af77de6,21,,,Active,Active,,,3389884,d9024a18-5ac4-4fcd-8db4-e74652d96d30
45.7,395.56,0,0.09,6.81,5.64,13.45,19.7,,,,0.44,16.8,4,5.96,243,4c1c0bf0-c96e-ea11-a811-000d3af77de6,21,,,Active,Active,,,3389883,d9024a18-5ac4-4fcd-8db4-e74652d96d30
62,396.9,0,0.22,6.09,6.91,16.2,19.4,,,,0.45,17.9,3,5.6,233,4b1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389882,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95.3,396.9,0,0.25,5.87,6.91,30.81,14.4,,,,0.45,17.9,3,5.4,233,451c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389881,d9024a18-5ac4-4fcd-8db4-e74652d96d30
